,Emotion,Text,Clean_Text
15221,sadness,When I did not get the salary increase that I had been expecting and understood how little one's work was appreciated.,salary increase expecting understood little ones work appreciated
15222,joy,10:39 and I'm still at work...back here in 10 hours. ,10:39 Im workback 10 hours
15223,sadness,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming.",tried talk parents phone wanted home weekend knew able bear it tried reduce gulf conflict talking order unite worlds Result : hysterical mess blinding blaming
15224,sadness,"my kleenex are ready. gotta go to bed with my laptop to do some good and well deserved creys. bye, y'all. ",kleenex ready gotta bed laptop good deserved creys bye yall
15225,fear,"His horrified mother made a public appeal for the return of the ring , given to her by husband Alfed 18-years ago . ",horrified mother public appeal return ring  given husband Alfed 18years ago 
15226,neutral, It is not your mother finding one for you ? ,mother finding 
15227,sadness,"Vincent agreed , too low-spirited to put up any resistance . ",Vincent agreed  lowspirited resistance 
15228,sadness,My cat died painfully and slowly.,cat died painfully slowly
15229,surprise,Hungry Jacks could feed the world with the amount of 'healthy choice' salad menu items they r throwing out bcoz no-1 is buying it. ,Hungry Jacks feed world healthy choice salad menu items r throwing bcoz no1 buying it
15230,sadness,"When I learnt that I had failed an exam,  This not only influenced my emotions but also other important tasks, it also made my record imperfect.",learnt failed exam influenced emotions important tasks record imperfect
15231,joy,Cut it out!!!RT @MsMAMi_CHULA: @Mrctn615 so do I need to run up bout u ignoring my happy bday no joy in that smh.,Cut outRT     need run bout u ignoring happy bday joy smh
15232,disgust,when people blow in my ear n de breath stink,people blow ear n de breath stink
15233,anger,My husband still feels very cross . ,husband feels cross 
15234,anger,lunch then nap and  getting rid of this building inside of me #ihatemymathprof,lunch nap getting rid building inside #ihatemymathprof
15235,fear,"Or was it just fear that paralysed her , like a frightened rabbit ? ",fear paralysed  like frightened rabbit 
15236,joy,"I had stayed for months without seeing mother because our holidays were short and my home is far. Some times, mother came to see me at school, I was very joyful, and I didn't want her to go.",stayed months seeing mother holidays short home far times mother came school joyful want go
15237,fear,at what age does one gain this concept known as common sense?  ,age gain concept known common sense
15238,sadness,It was in the evening when I heard that my girl went to Zambia and that she would never come back.,evening heard girl went Zambia come back
15239,joy,@liv_verhulstXO   haha I'm gonna make you a sign even tho you're our rival #idaresomeonetosaysomething,  haha Im gonna sign tho rival #idaresomeonetosaysomething
15240,joy,I was working late on one of these bad nights when an excited Dr Laurent rushed into my office . ,working late bad nights excited Dr Laurent rushed office 
15241,joy,"You could make a fortune , "" she said in genuine amusement . ",fortune   said genuine amusement 
15242,joy,Making a revision timetable ,Making revision timetable
15243,sadness,Its crazy how the pizza man can show up faster to your house then the cops can ,crazy pizza man faster house cops
15244,surprise,"Oke, papa heeft net met stip het beste gedicht ooit geschreven voor mijn broertje! Ik lag letterlijk op de grond van het lachen.. ",Oke papa heeft net met stip het beste gedicht ooit geschreven voor mijn broertje Ik lag letterlijk op de grond van het lachen
15245,fear,When I was travelling home by bus and suddenly the bus hit and the bus leaned against a wall.,travelling home bus suddenly bus hit bus leaned wall
15246,fear,"Ten cold , frightened men climbed out of their trench and listened to the young officer in cynical silence . ",cold  frightened men climbed trench listened young officer cynical silence 
15247,joy,No more exams until Tuesday. Does watching Madeline from my bed count as going back to bed?  #christmastime,exams Tuesday watching Madeline bed count going bed #christmastime
15248,neutral," Margaret really told me off when she found out that I had forgotten all about it . We did try to phone you , but you and Jane must have gone out . ",Margaret told found forgotten  try phone  Jane gone 
15249,surprise,"today's the big day!!!!! it's been a good year and a half, I'll miss you but you'll make someone else look sexayyyy now ;)  ",todays big day good year half Ill miss look sexayyyy )
15250,joy,Time to read for the next 5 hours. #theodyssey,Time read 5 hours #theodyssey
15251,anger,I hate the local clubs in my city that think a local band's nobody lead guitarist will brings thousands to their place. THEY WON'T! ,hate local clubs city think local bands lead guitarist brings thousands place WONT
15252,fear,Concered my of hights today! Went all the way to the top of climbing! Sooo proud and beat enrique on quad biking!:D love my girls x,Concered hights today Went way climbing Sooo proud beat enrique quad biking:D love girls x
15253,joy,"~ ontem lá na minha voz tava muito Rocaaa , ai eu comecei a canta as musicas do Mr.Catra , Fico igualziinhu man , kkk [+]",~ ontem lá na minha voz tava muito Rocaaa  ai eu comecei canta musicas MrCatra  Fico igualziinhu man  kkk [+]
15254,anger,When it comes to women...guys never trust other guys  even your own friend can make a move on your own girl ,comes womenguys trust guys friend girl
15255,sadness,awww so close to seeing @chuckcormeau at the soundcheck party on tuesday but i have school  :( ,awww close seeing   soundcheck party tuesday school :(
15256,disgust,@JennBerkley @msmonigutierrez very much agreed. It's pretty gross. Especially with an online final you HAVE to make an A on. ,    agreed pretty gross Especially online final on
15257,joy,Guess I'm gonna get started on this speech I have to write ,Guess Im gonna started speech write
15258,joy,Family Christmas pictures today ... ,Family Christmas pictures today 
15259,joy,Easy: giving!!! RT @thebodyshopuk: 6 days left to tell us what brings you for a chance to win some TBS goodies! x,Easy: giving RT   6 days left tell brings chance win TBS goodies x
15260,sadness,Sooo tired but can't fall asleep ,Sooo tired cant fall asleep
15261,joy,"This I have, this world didn't give it to me and the world surely can't take it away.",have world world surely cant away
15262,sadness,Solis and her IMAGINARY FATTY... (PREMO VOICE),Solis IMAGINARY FATTY (PREMO VOICE)
15263,joy, Me too . I ’ ll write to you once I get settled . But I have so much to do . You might have to wait a while . But I really will write to you . I love to write letters . I think it ’ s more meaning than the emails even than the phone call . , ’ write settled   wait  write  love write letters  think ’ meaning emails phone 
15264,fear,"Yet....., we are unable to effect and change what and whom we see that negatively affects us...Why operate in ... #UseITdontUseIT",Yet unable effect change negatively affects usWhy operate  #UseITdontUseIT
15265,surprise,I hope this carrierIQ fudges the cell carriers a nu one...itz about time the consumer gets sum love!!!! Plz research 'CarrierIQ'...,hope carrierIQ fudges cell carriers nu oneitz time consumer gets sum love Plz research CarrierIQ
15266,anger, How could you ? I reminded you just this morning . , reminded morning 
15267,sadness, But Mom ! Today we ’ re playing football ! I love football ! ,Mom  Today ’ playing football  love football 
15268,sadness,"Five minutes went by as she reflected that Rosemary must be feeling as miserable as Travis , then , checking to see that Travis was all right as she passed , she went to bed . ",minutes went reflected Rosemary feeling miserable Travis   checking Travis right passed  went bed 
15269,neutral,"Could you tell me the right time , please ? ",tell right time  
15270,joy," lets GO,  2 make GOD  b/c we can only SINCERELY BE  b/c of  2 the world ... #JOY 2 you ... ;O) #fb",lets GO 2 GOD b/c SINCERELY b/c 2 world  #JOY 2  O) #fb
15271,joy, It's hard to say . It depends . But I love the waltz . ,hard  depends  love waltz 
15272,fear,When I was caught in an elevator and it got stuck between floors.,caught elevator got stuck floors
